task,encoder,head,level,seed,metric,value,n_units,n_subjects
B1_corrected,pointnet,proto,subject,0,macro_f1,0.1369430423555307,733,733
B1_corrected,pointnet,proto,subject,0,macro_auc,0.710362900116416,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Cartilage,0.27848101265822783,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Ciliopathy,0.16129032258064516,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Cohesinopathy,0.16,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Connective Tissue,0.2236842105263158,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Control,0.17142857142857143,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::DNA Repair,0.13333333333333333,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Deletion,0.04040404040404041,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Duplication,0.0,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Ectodermal,0.20408163265306123,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Growth,0.08823529411764706,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Imprinting,0.07692307692307693,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Lysozome,0.3125,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Neurocristopathy,0.03225806451612903,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Peroxisome,0.2857142857142857,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Primary Palate,0.14285714285714285,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Rasopathy,0.09523809523809523,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Sex Chromosome,0.19548872180451127,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Trisomy,0.0,733,733
B1_corrected,pointnet,proto,subject,0,f1_class::Uncategorized,0.0,733,733
B1_corrected,pointnet,knn11,scan,0,accuracy,0.2108695652173913,1840,733
B1_corrected,pointnet,knn11,scan,0,macro_f1,0.13774291484673276,1840,733
B1_corrected,pointnet,knn11,scan,0,macro_auc,0.6435049971255242,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Cartilage,0.25,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Ciliopathy,0.28125,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Cohesinopathy,0.05128205128205128,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Connective Tissue,0.21022727272727273,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Control,0.39903264812575573,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::DNA Repair,0.11267605633802817,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Deletion,0.20253164556962025,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Duplication,0.0,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Ectodermal,0.058823529411764705,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Growth,0.07407407407407407,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Imprinting,0.06976744186046512,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Lysozome,0.1348314606741573,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Neurocristopathy,0.025806451612903226,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Peroxisome,0.22641509433962265,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Primary Palate,0.12903225806451613,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Rasopathy,0.06422018348623854,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Sex Chromosome,0.1188118811881188,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Trisomy,0.0,1840,733
B1_corrected,pointnet,knn11,scan,0,f1_class::Uncategorized,0.20833333333333334,1840,733
B1_corrected,pointnet,knn11,subject,0,accuracy,0.22237380627557982,733,733
B1_corrected,pointnet,knn11,subject,0,macro_f1,0.14896550360969105,733,733
B1_corrected,pointnet,knn11,subject,0,macro_auc,0.6671934391423413,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Cartilage,0.3111111111111111,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Ciliopathy,0.32,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Cohesinopathy,0.17647058823529413,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Connective Tissue,0.21176470588235294,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Control,0.41954022988505746,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::DNA Repair,0.09090909090909091,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Deletion,0.176,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Duplication,0.0,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Ectodermal,0.10526315789473684,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Growth,0.0,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Imprinting,0.13559322033898305,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Lysozome,0.0,733,733
B1_corrected,pointnet,knn11,subject,0,f1_class::Neurocristopathy,0.0,733,733
